depcom,ncc,nccenr,depcom_pole
61047,BOCQUENCE,Bocquencé,61167
61057,LE BOURG-SAINT-LEONARD,Le Bourg-Saint-Léonard,61474
61058,BREEL,Bréel,61007
61059,BRESOLETTES,Bresolettes,61491
61065,BUBERTRE,Bubertré,61491
61073,LA CARNEILLE,La Carneille,61007
61083,CHAMBOIS,Chambois,61474
61090,CHAMPS,Champs,61491
61106,CHENEDOUIT,Chênedouit,61339
61109,CLAIREFOUGERE,Clairefougère,61292
61110,LA COCHERE,La Cochère,61474
61112,COLONARD-CORUBERT,Colonard-Corubert,61309
61115,CONDEAU,Condeau,61116
61119,CORUBERT,Corubert,61309
61125,COULONGES-LES-SABLONS,Coulonges-les-Sablons,61116
61127,LA COURBE,La Courbe,61153
61128,COURCERAULT,Courcerault,61050
61131,COURMENIL,Courménil,61474
61132,COURTEILLES,Courteilles,61189
61134,COURTOULIN,Courtoulin,61029
61135,COUTERNE,Couterne,61096
61136,COUVAINS,Couvains,61167
61144,DANCE,Dancé,61309
61147,DORCEAU,Dorceau,61345
61154,EPERRAIS,Eperrais,61196
61155,L'EPINAY-LE-COMTE,L'Épinay-le-Comte,61324
61157,EXMES,Exmes,61474
61161,FEL,Fel,61474
61173,FONTENAI-SUR-ORNE,Fontenai-sur-Orne,61153
61174,LA FORET-AUVRAY,La Forêt-Auvray,61339
61175,FORGES,Forges,61341
61177,FRENES,Frênes,61486
61179,LA FRESNAYE-AU-SAUVAGE,La Fresnaye-au-Sauvage,61339
61184,GAUVILLE,Gauville,61167
61185,GEMAGES,Gémages,61484
61186,GENESLAY,Geneslay,61096
61191,GLOS-LA-FERRIERE,Glos-la-Ferrière,61167
61200,HALEINE,Haleine,61096
61201,LA HAUTE-CHAPELLE,La Haute-Chapelle,61145
61204,L'HERMITIERE,L'Hermitière,61484
61205,HEUGON,Heugon,61167
61220,LA LANDE-SUR-EURE,La Lande-sur-Eure,61230
61223,LARCHAMP,Larchamp,61486
61226,LIGNEROLLES,Lignerolles,61491
61235,LORE,Loré,61211
61236,LOUCE,Loucé,61153
61239,LUCE,Lucé,61211
61245,MAISON-MAUGIS,Maison-Maugis,61050
61246,MALE,Mâle,61484
61247,MALETABLE,Malétable,61230
61249,MARCEI,Marcei,61375
61250,MARCHAINVILLE,Marchainville,61230
61253,MARMOUILLE,Marmouillé,61081
61254,MARNEFER,Marnefer,61167
61270,MENIL-JEAN,Ménil-Jean,61339
61280,MONCEAUX-AU-PERCHE,Monceaux-au-Perche,61230
61282,MONNAI,Monnai,61167
61285,MONTGAROULT,Montgaroult,61194
61296,MOULICENT,Moulicent,61230
61299,MOUSSONVILLIERS,Moussonvilliers,61429
61305,NEUILLY-SUR-EURE,Neuilly-sur-Eure,61230
61306,NEUVILLE-PRES-SEES,Neuville-près-Sées,61081
61311,NORMANDEL,Normandel,61429
61312,NOTRE-DAME-D'ASPRES,Notre-Dame-d'Aspres,61422
61313,NOTRE-DAME-DU-ROCHER,Notre-Dame-du-Rocher,61007
61315,OMMEEL,Omméel,61474
61318,ORIGNY-LE-BUTIN,Origny-le-Butin,61196
61320,ORVILLE,Orville,61460
61325,LA PERRIERE,La Perrière,61196
61334,PONT-ECREPIN,Pont-Écrepin,61339
61335,LA POTERIE-AU-PERCHE,La Poterie-au-Perche,61491
61337,PREAUX-DU-PERCHE,Préaux-du-Perche,61309
61338,PREPOTIN,Prépotin,61491
61340,RABODANGES,Rabodanges,61339
61343,RANDONNAI,Randonnai,61491
61353,RONFEUGERAI,Ronfeugerai,61007
61354,LES ROTOURS,Les Rotours,61339
61355,ROUELLE,Rouellé,61145
61356,LA ROUGE,La Rouge,61484
61359,SAINT-AGNAN-SUR-ERRE,Saint-Agnan-sur-Erre,61484
61364,SAINT-AUBERT-SUR-ORNE,Saint-Aubert-sur-Orne,61339
61368,SAINT-AUBIN-DES-GROIS,Saint-Aubin-des-Grois,61309
61377,SAINT-CORNIER-DES-LANDES,Saint-Cornier-des-Landes,61486
61378,SAINTE-CROIX-SUR-ORNE,Sainte-Croix-sur-Orne,61339
61380,SAINT-DENIS-DE-VILLENETTE,Saint-Denis-de-Villenette,61211
61409,SAINT-JEAN-DE-LA-FORET,Saint-Jean-de-la-Forêt,61309
61410,SAINT-JEAN-DES-BOIS,Saint-Jean-des-Bois,61486
61417,SAINT-LOYER-DES-CHAMPS,Saint-Loyer-des-Champs,61375
61428,SAINT-MAURICE-DU-DESERT,Saint-Maurice-du-Désert,61463
61430,SAINT-MAURICE-SUR-HUISNE,Saint-Maurice-sur-Huisne,61050
61431,SAINT-MICHEL-DES-ANDAINES,Saint-Michel-des-Andaines,61483
61434,SAINT-NICOLAS-DES-LAITIERS,Saint-Nicolas-des-Laitiers,61167
61437,SAINT-OUEN-DE-LA-COUR,Saint-Ouen-de-la-Cour,61196
61441,SAINT-OUEN-SUR-MAIRE,Saint-Ouen-sur-Maire,61153
61449,SAINT-PIERRE-LA-RIVIERE,Saint-Pierre-la-Rivière,61474
61455,SAINT-SIMEON,Saint-Siméon,61324
61458,SAINT-VICTOR-DE-RENO,Saint-Victor-de-Réno,61230
61465,SEGRIE-FONTAINE,Ségrie-Fontaine,61007
61468,SENTILLY,Sentilly,61194
61469,SEPT-FORGES,Sept-Forges,61211
61470,SERANS,Serans,61153
61471,SERIGNY,Sérigny,61196
61477,SURVIE,Survie,61474
61478,TAILLEBOIS,Taillebois,61007
61489,LES TOURAILLES,Les Tourailles,61007
61495,TUBŒUF,Tubœuf,61432
61496,UROU-ET-CRENNES,Urou-et-Crennes,61474
61504,VILLEBADIN,Villebadin,61474
61506,VILLERS-EN-OUCHE,Villers-en-Ouche,61167
61509,VINGT-HANAPS,Vingt-Hanaps,61341
61511,VRIGNY,Vrigny,61375
61513,YVRANDES,Yvrandes,61486
62098,BEAUMONT,Beaumont,62427
62110,BERGUETTE,Berguette,62473
62136,BLANGERMONT,Blangermont,62137
62159,BOUIN,Bouin,62661
62226,CLARQUES,Clarques,62691
62287,ECQUEMICOURT,Ecquemicourt,62552
62294,ENGUINEGATTE,Enguinegatte,62295
62305,ERQUIERES,Erquières,62834
62394,GUEMY,Guémy,62827
62417,HAUTECOTE,Hautecôte,62631
62420,HAUT-MAINIL,Haut-Maînil,62683
62431,HERBELLES,Herbelles,62471
62482,LABUISSIERE,Labuissière,62178
62575,MOLINGHEM,Molinghem,62473
62687,RANCHICOURT,Ranchicourt,62693
62707,RICHEBOURG-SAINT-VAAST,Richebourg-Saint-Vaast,62706
62807,TATINGHEM,Tatinghem,62757
62884,WESTBECOURT,Westbécourt,62008
63018,AULHAT-SAINT-PRIVAT,Aulhat-Saint-Privat,63160
63068,CELLULE,Cellule,63244
63217,LA MAYRAND,La Mayrand,63303
63266,ORSONNETTE,Orsonnette,63255
63316,SAINT-ANASTAISE,Saint-Anastaise,63038
63361,SAINT-HIPPOLYTE,Saint-Hippolyte,63103
64020,ANCE,Ance,64225
64030,ARANCE,Arance,64396
64055,ARROS-D'OLORON,Arros-d'Oloron,64064
64076,AUDEJOS,Audéjos,64300
64163,CAMOU-MIXE-SUHAST,Camou-Mixe-Suhast,64010
64164,CAPBIS,Capbis,64148
64169,CASSABER,Cassaber,64168
64248,GOUZE,Gouze,64396
64278,ITHOROTS-OLHAIBY,Ithorots-Olhaïby,64049
64333,LENDRESSE,Lendresse,64396
64384,MIFAGET,Mifaget,64148
64402,MONTESTRUCQ,Montestrucq,64440
64497,SAINTE-SUZANNE,Sainte-Suzanne,64430
64553,VIELLENAVE-SUR-BIDOUZE,Viellenave-sur-Bidouze,64113
65008,ANERAN-CAMORS,Anéran-Camors,65141
65027,ARMENTEULE,Armenteule,65282
65030,ARRAYOU,Arrayou,65247
65152,COTDOUSSAN,Cotdoussan,65348
65188,GAVARNIE,Gavarnie,65192
65227,ILHAN,Ilhan,65099
65246,LAHITTE,Lahitte,65054
65302,MARSOUS,Marsous,65032
65312,MOLERE,Molère,65081
65365,POUCHERGUES,Pouchergues,65003
65434,SOULAN,Soulan,65388
65480,VIZOS,Vizos,65399
66031,CALDEGAS,Caldégas,66025
66087,LAS ILLAS,Las Illas,66106
66110,MONTALBA-D'AMELIE,Montalba-d'Amélie,66003
66131,PALALDA,Palalda,66003
66135,PERILLOS,Périllos,66127
66163,RIUNOGUES,Riunoguès,66106
66200,TALAU,Talau,66010
66229,VILLENEUVE-DES-ESCALDES,Villeneuve-des-Escaldes,66005
67007,ALTENSTADT,Altenstadt,67544
67015,AVENHEIM,Avenheim,67452
67024,BEHLENHEIM,Behlenheim,67495
67041,BIRKENWALD,Birkenwald,67004
67042,BIRLENBACH,Birlenbach,67104
67064,BREMMELBACH,Bremmelbach,67074
67114,EBERBACH-WŒRTH,Eberbach-Wœrth,67176
67157,GIMBRETT,Gimbrett,67034
67158,GINGSHEIM,Gingsheim,67539
67170,GRIESBACH,Griesbach,67176
67171,GRIESBACH-LE-BASTBERG,Griesbach-le-Bastberg,67061
67175,GUMBRECHTSHOFFEN-OBERBRONN,Gumbrechtshoffen-Oberbronn,67174
67193,HERMERSWILLER,Hermerswiller,67206
67207,HOHATZENHEIM,Hohatzenheim,67539
67211,HOHWILLER,Hohwiller,67474
67219,IMBSHEIM,Imbsheim,67061
67224,IRMSTETT,Irmstett,67442
67243,KLEINFRANKENHEIM,Kleinfrankenheim,67452
67251,KUHLENDORF,Kuhlendorf,67339
67262,LEITERSWILLER,Leiterswiller,67206
67284,MATTSTALL,Mattstall,67263
67294,MITSCHDORF,Mitschdorf,67160
67297,MITTELHAUSEN,Mittelhausen,67539
67316,NEHWILLER-PRES-WŒRTH,Nehwiller-près-Wœrth,67388
67318,NEUGARTHEIM,Neugartheim,67228
67323,NIEDERBETSCHDORF,Niederbetschdorf,67339
67332,NIEDERSEEBACH,Niederseebach,67351
67357,OFFENHEIM,Offenheim,67485
67374,PFETTISHEIM,Pfettisheim,67495
67376,BISCHTROFF-SUR-SARRE,Bischtroff-sur-Sarre,67435
67390,REIMERSWILLER,Reimerswiller,67339
67393,REITWILLER,Reitwiller,67034
67399,RIEDHEIM,Riedheim,67061
67419,RUMERSHEIM,Rumersheim,67034
67431,SALENTHAL,Salenthal,67004
67439,SCHAFFHOUSE-SUR-ZORN,Schaffhouse-sur-Zorn,67202
67457,SCHWABWILLER,Schwabwiller,67339
67469,SINGRIST,Singrist,67004
67496,UBERACH,Uberach,67372
67512,LA WALCK,La Walck,67372
67518,WANGENBOURG,Wangenbourg,67122
67533,WILSHAUSEN,Wilshausen,67530
67549,WŒLLENHEIM,Wœllenheim,67532
67560,ZŒBERSDORF,Zœbersdorf,67153
67561,ZOLLINGEN,Zollingen,67435
67562,ZUTZENDORF,Zutzendorf,67347
68003,ALTENBACH,Altenbach,68106
68031,BERNWILLER,Bernwiller,68006
68047,BOURGFELDEN,Bourgfelden,68297
68048,BOURTZWILLER,Bourtzwiller,68224
68053,BRINIGHOFFEN,Brinighoffen,68081
68070,DIDENHEIM,Didenheim,68056
68108,GRENTZINGEN,Grentzingen,68240
68133,HENFLINGEN,Henflingen,68240
68164,KIENTZHEIM,Kientzheim,68162
68206,MICHELBACH,Michelbach,68012
68220,MOYEN-MUESPACH,Moyen-Muespach,68221
68233,NIEDERBRUCK,Niederbruck,68201
68236,NIEDERLARG,Niederlarg,68216
68272,RIEDWIHR,Riedwihr,68143
68310,SIGOLSHEIM,Sigolsheim,68162
68314,SOPPE-LE-HAUT,Soppe-le-Haut,68219
68319,SPECHBACH-LE-BAS,Spechbach-le-Bas,68320
68339,UEBERKUMEN,Ueberkumen,68018
68346,VALDIEU,Valdieu,68192
68369,WIHR-EN-PLAINE,Wihr-en-Plaine,68145
69011,ARBUISSONNAS,Arbuissonnas,69172
69025,BOURG-DE-THIZY,Bourg-de-Thizy,69248
69041,LA CHAPELLE-DE-MARDORE,La Chapelle-de-Mardore,69248
69048,CHASSAGNY,Chassagny,69179
69079,DURETTE,Durette,69165
69114,LIERGUES,Liergues,69159
69128,MARDORE,Mardore,69248
69129,MARNAND,Marnand,69248
69144,NUELLES,Nuelles,69208
69146,OINGT,Oingt,69024
69158,PONT-TRAMBOUZE,Pont-Trambouze,69066
69195,SAINT-DIDIER-SOUS-RIVERIE,Saint-Didier-sous-Riverie,69228
69213,SAINT-JEAN-DE-TOUSLAS,Saint-Jean-de-Touslas,69179
69221,SAINT-LAURENT-DE-VAUX,Saint-Laurent-de-Vaux,69255
69222,SAINT-LAURENT-D'OINGT,Saint-Laurent-d'Oingt,69024
69226,SAINT-MARTIN-DE-CORNAS,Saint-Martin-de-Cornas,69091
69232,SAINT-RAMBERT-L'ILE-BARBE,Saint-Rambert-l'Île-Barbe,69123
69237,SAINT-SORLIN,Saint-Sorlin,69228
69247,THEL,Thel,69066
69262,LA VILLE,La Ville,69066
69274,CREPIEUX-LA-PAPE,Crépieux-la-Pape,69286
69381,LYON,Lyon,69123
69382,LYON,Lyon,69123
69383,LYON,Lyon,69123
69384,LYON,Lyon,69123
69385,LYON,Lyon,69123
69386,LYON,Lyon,69123
69387,LYON,Lyon,69123
69388,LYON,Lyon,69123
69389,LYON,Lyon,69123
70033,AUBERTANS,Aubertans,70059
70034,AUBIGNEY,Aubigney,70101
70068,BETONCOURT-LES-MENETRIERS,Betoncourt-les-Ménétriers,70373
70073,BITHAINE-ET-LE-VAL,Bithaine-et-le-Val,70004
70108,BUSSUREL,Bussurel,70285
70110,BYANS,Byans,70285
70123,CHAMPLITTE-LA-VILLE,Champlitte-la-Ville,70122
70131,CHARENTENAY,Charentenay,70492
70139,CHATEAU-LAMBERT,Château-Lambert,70283
70161,COLOMBE-LES-BITHAINE,Colombe-lès-Bithaine,70195
70173,CORCELLES,Corcelles,70477
70191,CUBRY-LES-SOING,Cubry-lès-Soing,70492
70209,ECHEVANNE,Échevanne,70528
70212,EGUILLEY,Éguilley,70441
70223,ETROITEFONTAINE,Étroitefontaine,70031
70241,LES FONTENIS,Les Fontenis,70447
70246,FOUVENT-LE-BAS,Fouvent-le-Bas,70247
70266,GESINCOURT,Gesincourt,70002
70270,GONVILLARS,Gonvillars,70477
70281,GREUCOURT,Greucourt,70418
70300,LEFFOND,Leffond,70122
70333,MARGILLEY,Margilley,70122
70345,MIELLIN,Miellin,70489
70346,MIGNAFANS,Mignafans,70487
70354,MONTARLOT-LES-CHAMPLITTE,Montarlot-lès-Champlitte,70122
70365,MONT-LE-FRANOIS,Mont-le-Frânois,70252
70370,MONTSEUGNY,Montseugny,70101
70377,NANTOUARD,Nantouard,70466
70379,NERVEZAIN,Nervezain,70525
70382,NEUVELLE-LES-CHAMPLITTE,Neuvelle-lès-Champlitte,70122
70391,NOROY-LES-JUSSEY,Noroy-lès-Jussey,70292
70424,PRESLE,Presle,70197
70434,QUITTEUR,Quitteur,70058
70458,SAINT-ANDOCHE,Saint-Andoche,70247
70465,SAINT-JULIEN,Saint-Julien,70373
70495,SUAUCOURT-ET-PISSELOUP,Suaucourt-et-Pisseloup,70373
70508,TREVEY,Trevey,70197
70543,VERCHAMP,Verchamp,70309
70551,VEZET,Vezet,70418
70556,LA VILLEDIEU-LES-QUENOCHE,La Villedieu-lès-Quenoche,70456
70570,VIREY,Virey,70045
71049,BOURGNEUF-VAL-D'OR,Bourgneuf-Val-d'Or,71294
71053,BRAGNY-EN-CHAROLLAIS,Bragny-en-Charollais,71490
71083,CHAMPLIEU,Champlieu,71193
71114,CHATEAURENAUD,Châteaurenaud,71263
71138,CLUX,Clux,71578
71180,DONZY-LE-NATIONAL,Donzy-le-National,71582
71197,FLACE-LES-MACON,Flacé-lès-Mâcon,71270
71211,GEANGES,Géanges,71443
71260,LOCHE,Loché,71270
71265,LA LOYERE,La Loyère,71204
71288,MASSY,Massy,71582
71298,MEULIN,Meulin,71178
71375,LE ROUSSET,Le Rousset,71279
71418,SAINT-GERMAIN-DES-RIVES,Saint-Germain-des-Rives,71557
71429,SAINT-JEAN-DES-VIGNES,Saint-Jean-des-Vignes,71076
71432,SAINT-JEAN-LE-PRICHE,Saint-Jean-le-Priche,71270
71467,SAINT-PANTALEON,Saint-Pantaléon,71014
71476,SAINT-ROMAIN-DES-ILES,Saint-Romain-des-Îles,71481
71511,SENNECE-LES-MACON,Sennecé-lès-Mâcon,71270
71536,TERRANS,Terrans,71351
71560,VARENNE-SUR-LE-DOUBS,Varenne-sur-le-Doubs,71101
71569,VERIZET,Vérizet,71584
71575,VIGNY-LES-PARAY,Vigny-lès-Paray,71176
71587,VITRY-LES-CLUNY,Vitry-lès-Cluny,71582
72014,AULAINES,Aulaines,72039
72030,BEAUVOIR,Beauvoir,72002
72055,CHAMPAISSANT,Champaissant,72276
72063,LA CHAPELLE-GAUGAIN,La Chapelle-Gaugain,72262
72069,CHASSE,Chassé,72137
72082,LE CHEVAIN,Le Chevain,72308
72092,CONTRES-EN-VAIRAIS,Contres-en-Vairais,72276
72108,CRE-SUR-LOIR,Cré-sur-Loir,72025
72117,DISSE-SOUS-LE-LUDE,Dissé-sous-le-Lude,72176
72140,GASTINES-SUR-ERVE,Gastines-sur-Erve,72264
72159,LAVENAY,Lavenay,72262
72162,LIGNIERES-LA-CARELLE,Lignières-la-Carelle,72137
72203,MONTABON,Montabon,72071
72206,MONTFORT-LE-ROTROU,Montfort-le-Rotrou,72241
72207,MONTIGNY,Montigny,72137
72240,PONCE-SUR-LE-LOIR,Poncé-sur-le-Loir,72262
72242,PONTHOUIN,Ponthouin,72196
72258,ROULLEE,Roullée,72137
72263,SABLES,Sables,72048
72285,SAINT-GERMAIN-DU-VAL,Saint-Germain-du-Val,72154
72288,SAINT-HILAIRE-LE-LIERRU,Saint-Hilaire-le-Lierru,72363
72301,SAINT-MARS-SOUS-BALLON,Saint-Mars-sous-Ballon,72023
72318,SAINT-RIGOMER-DES-BOIS,Saint-Rigomer-des-Bois,72137
72365,LE VAL,Le Val,72317
72371,VERRON,Verron,72154
72384,VOUVRAY-SUR-LOIR,Vouvray-sur-Loir,72071
73009,ALBANNE,Albanne,73173
73016,ANSIGNY,Ansigny,73010
73035,BEAUNE,Beaune,73261
73037,BELLECOMBE,Bellecombe,73003
73038,BELLENTRE,Bellentre,73150
73044,BISSY,Bissy,73065
73056,BRAMANS,Bramans,73290
73060,CELLIERS,Celliers,73187
73062,CESSENS,Cessens,73010
73066,CHAMBERY-LE-VIEUX,Chambéry-le-Vieux,73065
73093,LA COTE-D'AIME,La Côte-d'Aime,73150
73102,DOUCY,Doucy,73187
73108,EPERSY,Épersy,73010
73115,FONTAINE-LE-PUITS,Fontaine-le-Puits,73284
73125,GRAND-CŒUR,Grand-Cœur,73003
73126,GRANIER,Granier,73006
73134,HAUTEVILLE-GONDON,Hauteville-Gondon,73054
73136,HERY,Héry,73303
73143,LANSLEBOURG-MONT-CENIS,Lanslebourg-Mont-Cenis,73290
73144,LANSLEVILLARD,Lanslevillard,73290
73148,LONGEFOY,Longefoy,73006
73158,MOGNARD,Mognard,73010
73163,MONTAIMONT,Montaimont,73235
73165,MONT-DENIS,Mont-Denis,73250
73167,MONTGELLAFREY,Montgellafrey,73235
73169,MONTGIROD,Montgirod,73006
73172,MONTPASCAL,Montpascal,73203
73174,MONTROND,Montrond,73013
73185,NAVES,Naves,73187
73195,OUTRECHAISE,Outrechaise,73303
73198,LA PERRIERE,La Perrière,73227
73199,PETIT-CŒUR,Petit-Cœur,73187
73209,PUSSY,Pussy,73187
73238,SAINT-GERMAIN-LA-CHAMBOTTE,Saint-Germain-la-Chambotte,73010
73239,SAINT-GIROD,Saint-Girod,73010
73251,SAINT-LAURENT-DE-LA-COTE,Saint-Laurent-de-la-Côte,73257
73264,SAINT-OFFENGE-DESSUS,Saint-Offenge-Dessus,73263
73279,SAINT-SIGISMOND,Saint-Sigismond,73011
73287,SOLLIERES-SARDIERES,Sollières-Sardières,73290
73291,TESSENS,Tessens,73006
73295,THYL,Thyl,73261
73305,VALEZAN,Valezan,73150
73319,VILLARGEREL,Villargerel,73003
73321,VILLARLURIN,Villarlurin,73257
73325,VILLETTE,Villette,73006
74011,ANNECY-LE-VIEUX,Annecy-le-Vieux,74010
74017,ARCINE,Arcine,74077
74022,AVIERNOZ,Aviernoz,74282
74023,AVREGNY,Avregny,74006
74028,BALMONT,Balmont,74010
74039,BONNEGUETE,Bonneguête,74095
74047,BRENS,Brens,74043
74084,CONS-SAINTE-COLOMBE,Cons-Sainte-Colombe,74167
74092,LA COTE-D'HYOT,La Côte-d'Hyot,74042
74093,CRAN-GEVRIER,Cran-Gevrier,74010
74113,ESERY,Ésery,74220
74115,ESSERTS-SALEVE,Esserts-Salève,74185
74120,EVIRES,Évires,74282
74125,FERRIERES,Ferrières,74010
74132,LA FRASSE,La Frasse,74014
74149,LOEX,Loëx,74040
74181,METZ-TESSY,Metz-Tessy,74112
74182,MEYTHET,Meythet,74010
74187,MONTMIN,Montmin,74275
74204,LES OLLIERES,Les Ollières,74282
74207,PASSEIRIER,Passeirier,74250
74214,PONTCHY,Pontchy,74042
74217,PRINGY,Pringy,74010
74227,SAINT-ANDRE-VAL-DE-FIER,Saint-André-Val-de-Fier,74274
74230,SAINT-DIDIER-EN-CHABLAIS,Saint-Didier-en-Chablais,74043
74245,SAINT-MARTIN-BELLEVUE,Saint-Martin-Bellevue,74282
74246,SAINT-MARTIN-SUR-ARVE,Saint-Martin-sur-Arve,74256
74247,SAINT-MAURICE-DE-RUMILLY,Saint-Maurice-de-Rumilly,74250
74248,SAINT-NICOLAS-DE-VEROCE,Saint-Nicolas-de-Véroce,74236
74251,SAINT-ROCH,Saint-Roch,74256
74268,SEYNOD,Seynod,74010
74270,SEYTHENEX,Seythenex,74123
74277,THAIRY,Thairy,74243
74300,VIEUGY,Vieugy,74010
75001,ALFORTVILLE,Alfortville,94002
75002,ANTONY,Antony,92002
75003,ARCUEIL,Arcueil,94003
75004,ASNIERES,Asnières,92004
75005,AUBERVILLIERS,Aubervilliers,93001
75006,BAGNOLET,Bagnolet,93006
75007,BAGNEUX,Bagneux,92007
75008,BOBIGNY,Bobigny,93008
75009,BOIS-COLOMBES,Bois-Colombes,92009
75010,BONDY,Bondy,93010
75011,BONNEUIL-SUR-MARNE,Bonneuil-sur-Marne,94011
75012,BOULOGNE-BILLANCOURT,Boulogne-Billancourt,92012
75013,LE BOURGET,Le Bourget,93013
75014,BOURG-LA-REINE,Bourg-la-Reine,92014
75015,BRY-SUR-MARNE,Bry-sur-Marne,94015
75016,CACHAN,Cachan,94016
75017,CHAMPIGNY-SUR-MARNE,Champigny-sur-Marne,94017
75018,CHARENTON-LE-PONT,Charenton-le-Pont,94018
75019,CHATENAY-MALABRY,Châtenay-Malabry,92019
75020,CHATILLON,Châtillon,92020
75021,CHEVILLY-LARUE,Chevilly-Larue,94021
75022,CHOISY-LE-ROI,Choisy-le-Roi,94022
75023,CLAMART,Clamart,92023
75024,CLICHY,Clichy,92024
75025,COLOMBES,Colombes,92025
75026,COURBEVOIE,Courbevoie,92026
75027,LA COURNEUVE,La Courneuve,93027
75028,CRETEIL,Créteil,94028
75029,DRANCY,Drancy,93029
75030,DUGNY,Dugny,93030
75031,EPINAY-SUR-SEINE,Épinay-sur-Seine,93031
75032,FONTENAY-AUX-ROSES,Fontenay-aux-Roses,92032
75033,FONTENAY-SOUS-BOIS,Fontenay-sous-Bois,94033
75034,FRESNES,Fresnes,94034
75035,LA GARENNE-COLOMBES,La Garenne-Colombes,92035
75036,GENNEVILLIERS,Gennevilliers,92036
75037,GENTILLY,Gentilly,94037
75038,L'HAY-LES-ROSES,L'Haÿ-les-Roses,94038
75039,L'ILE-SAINT-DENIS,L'Île-Saint-Denis,93039
75040,ISSY-LES-MOULINEAUX,Issy-les-Moulineaux,92040
75041,IVRY-SUR-SEINE,Ivry-sur-Seine,94041
75042,JOINVILLE-LE-PONT,Joinville-le-Pont,94042
75043,LE KREMLIN-BICETRE,Le Kremlin-Bicêtre,94043
75044,LEVALLOIS-PERRET,Levallois-Perret,92044
75045,LES LILAS,Les Lilas,93045
75046,MAISONS-ALFORT,Maisons-Alfort,94046
75047,MALAKOFF,Malakoff,92046
75048,MONTREUIL,Montreuil,93048
75049,MONTROUGE,Montrouge,92049
75050,NANTERRE,Nanterre,92050
75051,NEUILLY-SUR-SEINE,Neuilly-sur-Seine,92051
75052,NOGENT-SUR-MARNE,Nogent-sur-Marne,94052
75053,NOISY-LE-SEC,Noisy-le-Sec,93053
75054,ORLY,Orly,94054
75055,PANTIN,Pantin,93055
75057,LES PAVILLONS-SOUS-BOIS,Les Pavillons-sous-Bois,93057
75058,LE PERREUX-SUR-MARNE,Le Perreux-sur-Marne,94058
75059,PIERREFITTE-SUR-SEINE,Pierrefitte-sur-Seine,93059
75060,LE PLESSIS-ROBINSON,Le Plessis-Robinson,92060
75061,LE PRE-SAINT-GERVAIS,Le Pré-Saint-Gervais,93061
75062,PUTEAUX,Puteaux,92062
75063,ROMAINVILLE,Romainville,93063
75064,ROSNY-SOUS-BOIS,Rosny-sous-Bois,93064
75065,RUNGIS,Rungis,94065
75066,SAINT-DENIS,Saint-Denis,93066
75067,SAINT-MANDE,Saint-Mandé,94067
75068,SAINT-MAUR-DES-FOSSES,Saint-Maur-des-Fossés,94068
75069,SAINT-MAURICE,Saint-Maurice,94069
75070,SAINT-OUEN,Saint-Ouen,93070
75071,SCEAUX,Sceaux,92071
75072,STAINS,Stains,93072
75073,SURESNES,Suresnes,92073
75074,THIAIS,Thiais,94073
75075,VANVES,Vanves,92075
75076,VILLEJUIF,Villejuif,94076
75077,VILLEMOMBLE,Villemomble,93077
75078,VILLENEUVE-LA-GARENNE,Villeneuve-la-Garenne,92078
75079,VILLETANEUSE,Villetaneuse,93079
75080,VINCENNES,Vincennes,94080
75081,VITRY-SUR-SEINE,Vitry-sur-Seine,94081
75101,PARIS,Paris,75056
75102,PARIS,Paris,75056
75103,PARIS,Paris,75056
75104,PARIS,Paris,75056
75105,PARIS,Paris,75056
75106,PARIS,Paris,75056
75107,PARIS,Paris,75056
75108,PARIS,Paris,75056
75109,PARIS,Paris,75056
75110,PARIS,Paris,75056
75111,PARIS,Paris,75056
75112,PARIS,Paris,75056
75113,PARIS,Paris,75056
75114,PARIS,Paris,75056
75115,PARIS,Paris,75056
75116,PARIS,Paris,75056
75117,PARIS,Paris,75056
75118,PARIS,Paris,75056
75119,PARIS,Paris,75056
75120,PARIS,Paris,75056
76003,AMBOURVILLE,Ambourville,76020
76027,ASSIGNY,Assigny,76618
76031,AUBERVILLE-LA-CAMPAGNE,Auberville-la-Campagne,76476
76037,AUQUEMESNIL,Auquemesnil,76618
76044,AUZOUVILLE-AUBERBOSC,Auzouville-Auberbosc,76258
76061,BEAUFRESNE,Beaufresne,76344
76073,BELLEVILLE-SUR-MER,Belleville-sur-Mer,76618
76078,BENNETOT,Bennetot,76258
76080,BERMONVILLE,Bermonville,76258
76081,BERNEVAL-LE-GRAND,Berneval-le-Grand,76618
76089,BETTEVILLE,Betteville,76289
76098,BIVILLE-SUR-MER,Biville-sur-Mer,76618
76102,BLEVILLE,Bléville,76351
76127,BOSC-ROGER-SUR-BUCHY,Bosc-Roger-sur-Buchy,76146
76137,BRACQUEMONT,Bracquemont,76618
76145,BRUNVILLE,Brunville,76618
76150,BUTOT-EN-CAUX,Butot-en-Caux,76732
76215,DERCHIGNY,Derchigny,76618
76246,LES ESSARTS-VARIMPRE,Les Essarts-Varimpré,76122
76248,ESTOUTEVILLE-ECALLES,Estouteville-Écalles,76146
76256,EURVILLE,Eurville,76018
76267,LA FOLLETIERE,La Folletière,76289
76277,LE FOSSE,Le Fossé,76276
76301,GLICOURT,Glicourt,76618
76310,GOUCHAUPRE,Gouchaupre,76618
76326,GRENY,Greny,76618
76337,GUILMECOURT,Guilmécourt,76618
